Headline,Body ID,Stance,Confidence
Eye-catching! Rare sighting of Anna Wintour without her trademark sunglasses as she leaves 'rat-infested' Vogue office,368,unrelated,1
ISIS Reportedly Beheads American Photojournalist in Iraq,2525,unrelated,1
Research Medical Center denies reports that a patient has Ebola,2127,unrelated,1
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",1319,unrelated,1
#Hairgate trends on social media: iPhone 6 users complain of ripped out hair,161,unrelated,1
Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,1933,unrelated,1
American Predator Drone Circling Islamic State’s Stronghold,1081,unrelated,1
"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",1697,unrelated,1
Audio may have captured Michael Brown shooting,1273,unrelated,1
HBO in talks with Apple to be launch partner for coming web service 'HBO Now',516,unrelated,1
According to some Russians this dark figure stumbling through the snowy woods is a Yeti - and they even have a footprint. Hmmmmm,1651,unrelated,1
"Zack Snyder Kills ""Stolen Batmobile"" Rumor With Great Photo",562,unrelated,1
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1906,unrelated,1
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",1631,unrelated,1
Soldier shot near Canadian parliament building,595,unrelated,1
"Video Appears to Show Beheading of Journalist James Foley, Who Went Missing in Syria",2525,unrelated,1
Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,1171,unrelated,1
"Kurt Sutter Announces Plans For ‘Sons Of Anarchy’ Movie Starring Charlie Hunnam, Brad Pitt",203,unrelated,1
CBS News Names Canadian Parliament Shooting Suspect,1331,unrelated,1
Canadian-Israeli Woman Says She Hasn’t Been Captured By ISIS,1223,unrelated,1
Fake Fox News Website Reports Judd Nelson’s Death for Some Reason,2481,unrelated,1
Kim Jong-un ‘is so fat from eating cheese that he has broken his ankles’,1689,unrelated,1
NASA Confirms Earth Will Experience 6 Days of Total Darkness in December 2014!,652,unrelated,1
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,2213,unrelated,1
Tiger Woods prices private island at $7.1 million,240,unrelated,1
Magic Mushrooms Found on Buckingham Palace Grounds,1184,unrelated,1
Gateway Pundit,1303,unrelated,1
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,1649,unrelated,1
Not coming to a store near you: The pumpkin spice condom,373,unrelated,1
One of 'Taliban Five' in Bowe Bergdahl swap allegedly returned to militancy,1095,unrelated,1
Dog found abandoned at Scottish train station with suitcase of belongings,269,unrelated,1
Report: Fence jumper made it into East Room of White House,311,unrelated,1
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1826,unrelated,1
Brian Williams Debunks Peeing Meteorologist Report On ‘NBC Nightly News': Video,1802,unrelated,1
Is Kim Jong-Un Really Opening a Restaurant in Scotland?,2290,unrelated,1
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,2360,unrelated,1
Met police denies reports of Banksy arrest,30,unrelated,1
Nasa questions whether crater in Nicaragua caused by meteorite,2129,unrelated,1
Not coming to a store near you: The pumpkin spice condom,391,unrelated,1
Amazon to Open First Brick-and-Mortar Site,703,unrelated,1
Have Kanye & Kim Been Banned From Future Grammy Ceremonies?,1595,unrelated,1
HBO in talks with Apple to be launch partner for coming web service 'HBO Now',1660,unrelated,1
REPORT: Apple's Watch Will Come In 2 Storage Sizes,2114,unrelated,1
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",2123,unrelated,1
6 Islamist militants killed in US attack in Somalia,2374,unrelated,1
J.J. Abrams Asks Disney To Move Up 'Star Wars: The Force Awakens' Release Date,119,unrelated,1
Fisherman lands 19 STONE catfish which could be biggest in world to be hooked,698,unrelated,1
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",2130,unrelated,1
"Kevin Vickers, Sergeant-At-Arms, Shoots a Shooting Suspect in Ottawa; Called a ‘Hero’",2410,unrelated,1
If Only A Bird Really Did Poop on Putin,2502,unrelated,1
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,1277,unrelated,1
Airport worker strips naked at security scanner in protest against guards,900,unrelated,1
"Meteorite makes big crater in Nicaragua, government says",757,unrelated,1
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,80,unrelated,1
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,1003,unrelated,1
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,2055,unrelated,1
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",1329,unrelated,1
Missing Mexican students 'not found in mass grave',1148,unrelated,1
"Despite ceasefire announcement, new Boko Haram attacks reported",1697,unrelated,1
WTC rats scare off Anna Wintour,1642,unrelated,1
REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11,1083,unrelated,1
Pentagon: death of al Shabaab leader in U.S. strike would be major blow,1651,unrelated,1
ISIS launch SCORPION BOMBS to spread panic in Iraq,185,unrelated,1
Weather Channel’s Mike Seidel was not caught with his pants down,54,unrelated,1
"Soon Marijuana May Lead to Ticket, Not Arrest, in New York",545,unrelated,1
"UK spies identify Foley’s killer, Abdel-Majed Abdel Bary a key suspect",2295,unrelated,1
Vladimir Putin’s Motorcade Looks Like A Massive Knob,944,unrelated,1
Parents' anger after seven Bosnian schoolgirls aged 13 and 14 fall pregnant on class trip,1221,unrelated,1
Woman Stays In KFC For A Week To Get Over Her Break-Up,1473,unrelated,1
"Islamic State Militants Have Been Flying 3 Captured Warplanes Over Syrian Airport, Witnesses Say",2218,unrelated,1
Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,459,unrelated,1
"Hostage David Haines' Murder 'Evil', PM Says",2206,unrelated,1
Psychoactive magic mushroom found in grounds of Buckingham Palace,562,unrelated,1
Russian Yeti Or Bigfoot Hoax? New Footage Sparks Debate,979,unrelated,1
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1826,unrelated,1
Sugarhill Gang co-founder Big Bank Hank dies,1996,unrelated,1
Apple may launch 12-inch MacBook Air with Retina Display,1689,unrelated,1
"Rumors of King Abdullah Flying in Airstrikes Not True, Fox Excited Anyway",516,unrelated,1
Homeland Security says terrorists haven't crossed U.S-Mexico border,2132,unrelated,1
Seth Rogen to play Woz in Jobs biopic,1083,unrelated,1
Journalist James Wright Foley reportedly beheaded by ISIS,2127,unrelated,1
"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",55,unrelated,1
Report: NYPD to stop arresting people for minor marijuana offenses,1836,unrelated,1
"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",718,unrelated,1
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",1291,unrelated,1
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',559,unrelated,1
Comcast Says You Can Keep Your Tor,2044,unrelated,1
Has this Argentine woman fallen victim to a cruel online hoax? Adult video claiming to show teacher having sex with pupil isn't all it seems,1896,unrelated,1
American hostage killed in rescue attempt in Yemen - senior official,1165,unrelated,1
20 year old burger? McDonald's burger purchased in 1995 hasn't aged a bit,1196,unrelated,1
WHO: Isis does not have Ebola – but contingency plan being developed for Iraq,5,unrelated,1
Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,1938,unrelated,1
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,1940,unrelated,1
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",2042,unrelated,1
"Pictured: Heroic sergeant-at-arms, 58, walking through Parliament gun in hand just moments after he killed gunman Michael Zehaf-Bibeau",1356,unrelated,1
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,2295,unrelated,1
That's one way to get through security! Frustrated traveller strips completely NAKED at airport to pass through metal detectors,1831,unrelated,1
CNN Airs Alleged Audio from Michael Brown Shooting,900,unrelated,1
Canadian-Israeli woman reportedly kidnapped by ISIS: Jerusalem Post,1774,unrelated,1
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,1820,unrelated,1
Chinese 'mistress' is stripped naked and beaten senseless in backlash against booming country's 'concubine culture',1334,unrelated,1
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,944,unrelated,1
Vigilantes cut off alleged rapist's penis,17,unrelated,1
Soldier shot at War Memorial; multiple shots fired in Parliament,1157,unrelated,1
Luke Somers: British-born photojournalist 'killed by al-Qaeda after failed rescue attempt in Yemen',2015,unrelated,1
NASA: Viral news on days of darkness in December is hoax,487,unrelated,1
"Audio captured at time of Michael Brown shooting, company says",2044,unrelated,1
Pentagon: 1 weapons bundle seized by militants,2223,unrelated,1
The baby from Teletubbies reveals herself,1834,unrelated,1
Bali Awry,1860,unrelated,1
'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,36,unrelated,1
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,381,unrelated,1
Seth Rogen to play Steve Wozniak alongside Christian Bale's Steve Jobs,1642,unrelated,1
Hunt for 'cruel' owner who abandoned dog at train station,2022,unrelated,1
God Is A Woman – Resurrected Father Narated,1014,unrelated,1
This Kid Made $72 Million During Lunch,643,unrelated,1
Report: Nigerian Woman Quarantined in KC with Ebola-Like Symptoms (Video),1095,unrelated,1
"Christian Bale in talks to play Steve Jobs for Sony, Danny Boyle",630,unrelated,1
FBI Probing Alleged Audio of Michael Brown Shooting,2044,unrelated,1
Homeless man receives $100... then shocks everyone with how he spends it,942,unrelated,1
Apple Watch’s Power Reserve feature combats short battery life,425,unrelated,1
Nicaragua says meteorite probable cause of blast in capital,345,unrelated,1
Armed U.S. drones spotted flying over Syria in possible hunt for ISIS leader,1802,unrelated,1
IPhone 6 users are tearing their hair out,22,unrelated,1
WATCH: Twitter catches fire amid rumors of Fidel Castro’s death,47,unrelated,1
Comcast gets customer fired for complaining about poor service,2034,unrelated,1
ESPN’s All-Male “Monday Night Football” Panel On Domestic Violence Is Not Real,2167,unrelated,1
Islamic State reports youngest jihadist 'martyred' in battle,2288,unrelated,1
REPORT: Apple's Watch Will Come In 2 Storage Sizes,409,unrelated,1
Report: Exec popped for $300k dinner after run at blackjack,80,unrelated,1
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",2130,unrelated,1
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,559,unrelated,1
Isis video claims to show beheading of British hostage David Haines,2034,unrelated,1
AWESOME! Canadian Parliament’s Sergeant-at-Arms Kevin Vickers Takes Out Gunman,2104,unrelated,1
Amazon.com to open first physical store in Manhattan: DJ,267,unrelated,1
"Tropical spider burrows under man's skin, lives there for three days",1148,unrelated,1
Russian TV actor wakes up to find his testicles stolen,91,unrelated,1
The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,1863,unrelated,1
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",612,unrelated,1
Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,55,unrelated,1
Mohammed Islam Denies Making $72 Million From Stock Market Trading,405,unrelated,1
Biological Warfare on the Horizon? ISIS Soldiers May Be Infected With Ebola,1291,unrelated,1
Report: A Radically Redesigned 12-Inch MacBook Air Is Coming,1679,unrelated,1
Tiger Woods selling Swedish villa — island included,84,unrelated,1
Tiger Woods' agent shoots down report of failed drug test,2290,unrelated,1
A bunch of cool health features were cut from the Apple Watch at the last minute,2174,unrelated,1
Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,1071,unrelated,1
Whiz kid stock picker: I didn't actually make $72M trading,409,unrelated,1
"Non, le lancement du nouveau «Star Wars» ne sera pas devancé à cet été",387,unrelated,1
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,513,unrelated,1
Another American hostage at risk by Islamic state,1120,unrelated,1
Say 'eh-oh!' to the Teletubbies SUN BABY - can you still recognise her after 19 years?,470,unrelated,1
WATCH: Twitter catches fire amid rumors of Fidel Castro’s death,1931,unrelated,1
Media outlets identify 'Jihadi John',269,unrelated,1
Iraq Denies Lebanon Captured Abu Bakr al-Baghdadi's Wife and Child,2360,unrelated,1
’6 Days Darkness in December 2014′ 100% Fake; NASA Confirmed 3 Days Total Darkness Hoax as Well,664,unrelated,1
WHO investigates media reports ISIS fighters contracted Ebola,1083,unrelated,1
"Bosnia: Seven underage girls return from five day school trip, pregnant",499,unrelated,1
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,1319,unrelated,1
"Pumpkin Spice Condoms, And 6 Other Flavors That Aren’t Happening",242,unrelated,1
WATCH: Stan Beaton cries tears of joy when phone engineers find treasured voicemail recording of his late wife he thought was lost forever,2406,unrelated,1
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,2125,unrelated,1
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,459,unrelated,1
BATMAN VS. SUPERMAN BATMOBILE STOLEN,2055,unrelated,1
Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,2129,unrelated,1
What Glenn Beck Fears May Be Done With the 11 Missing Jets,1660,unrelated,1
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1245,unrelated,1
A Bogus Banksy,740,unrelated,1
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',1336,unrelated,1
Seven teenage girls get pregnant on school trip,2371,unrelated,1
Police Looking For A Man That Slaps People When They Sneeze!,2114,unrelated,1
Amazon.com to open first physical store in Manhattan: DJ,331,unrelated,1
"Man chops off own penis, throws it in a dustbin after poor show in bed",812,unrelated,1
Israeli-Canadian Woman 'Captured' By ISIS Says She Is 'Safe And Secure',387,unrelated,1
"#Daysofdarkness: No, There Won't Be Six Days Of Darkness In December",664,unrelated,1
20-Year-Old Quarter Pounder Looks About the Same,1196,unrelated,1
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),686,unrelated,1
eBay is planning an Apple Watch app,2321,unrelated,1
Cloistered nun has a stomach ache  hospital gives birth to a baby [Google Translate],1760,unrelated,1
SHOCK CLAIM: PGA Golfer Says Tiger Woods Is Suspended For Failed Drug Test,1175,unrelated,1
ISIL Beheads American Photojournalist in Iraq,1336,unrelated,1
Parents' anger after seven Bosnian schoolgirls aged 13 and 14 fall pregnant on class trip,499,unrelated,1
Jordan king cites Clint Eastwood in revenge vow,691,unrelated,1
"Sons of Anarchy Movie? No, Kurt Sutter Announces Charlie Hunnam, Brad Pitt Film Article is Fake",808,unrelated,1
"Hundreds of dog-lovers from around the world offer home to pet abandoned at the railway station with a suitcase containing his pillow, toy, bowl and favourite food",2523,unrelated,1
Small Meteorite Hits Managua,388,unrelated,1
"Stainless steel Apple Watch could cost just $499, but gold will be 10 times as pricey",1651,unrelated,1
US officials: Video shows American's execution,2130,unrelated,1
Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',1196,unrelated,1
Report claims Kim Jong-un underwent surgery to repair fractured ankles,1837,unrelated,1
The Force Awakens News: Director J.J. Abrams Eyes Summer Release for Star Wars 7 Because of Too Many Spoilers,803,unrelated,1
WHO: Reports of Suspected Ebola Cases in Iraq Untrue,1291,unrelated,1
Michael Phelps' Reported Girlfriend Reveals She Was Born Intersex,1524,unrelated,1
Watch marine take sniper shot to the head and live,2185,unrelated,1
Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,2125,unrelated,1
Did a Meteorite Impact in Nicaragua over the Weekend?,269,unrelated,1
BREAKING: British-born hostage 'KILLED in failed rescue attempt',2015,unrelated,1
ISIS chlorine attack on security forces confirmed – Iraq officials,1177,unrelated,1
WTC rats scare off Anna Wintour,1940,unrelated,1
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,1642,unrelated,1
Meteorite strike in Nicaragua puzzles experts,345,unrelated,1
Tiger Woods' agent shoots down report of failed drug test,1417,unrelated,1
Government fires employee who skipped work for 24 years,1294,unrelated,1
Bali Awry,1375,unrelated,1
Jordan Vs ISIS: Reports Say King Abdullah II Could Personally Lead Airstrikes After Pilot’s Death,803,unrelated,1
This Week In Weird News: Horrible Human Slaps Elderly Woman For Sneezing,1087,unrelated,1
Could Kim Jong Un open a restaurant in Scotland?,773,unrelated,1
Kim Jong-un drinks rare snake wine to boost love life!,1738,unrelated,1
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,826,unrelated,1
"Meteorite makes big crater in Nicaragua, government says",2129,unrelated,1
Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,2523,unrelated,1
Boko Haram denies truce to release kidnapped schoolgirls,459,unrelated,1
Journalist James Wright Foley reportedly beheaded by ISIS,381,unrelated,1
Man With Ebola-Like Symptoms Claims Contact With 'Patient Zero' in Texas,224,unrelated,1
"Amazon reportedly launching free, ad-supported video service (updated)",1408,unrelated,1
Tom Brokaw Wants Brian Williams Fired Over Iraq Helicopter Story: Report,1545,unrelated,1
Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,2046,unrelated,1
Sugarhill Gang rapper Big Bank Hank dead at 57,1968,unrelated,1
Setting the record straight on tor,1104,unrelated,1
Tiger Woods' former luxury island goes on sale,1660,unrelated,1
Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],269,unrelated,1
Devoted pet owner spends £300 to save his GOLDFISH after it became constipated,2410,unrelated,1
Caught a catfish record in Po: 127 kg and 2.67 meters,2371,unrelated,1
"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",817,unrelated,1
The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim,2130,unrelated,1
7 Bosnian teens get pregnant on school trip,1277,unrelated,1
Schoolboy almost killed by electric shock claims he now has superpowers like Magneto,1120,unrelated,1
TBS speeds up Seinfeld 7.5% to gain an extra 2 minutes of commercial ad time.,612,unrelated,1
Incredible Video Shows A US Marine Surviving Being Shot In The Head By A Sniper In Afghanistan,185,unrelated,1
Government fires employee who skipped work for 24 years,1090,unrelated,1
Rodney Constantine keeps Facebook promise and turns himself in to police,1277,unrelated,1
KANE'S FUTURE IN WINNIPEG IN DOUBT?,2306,unrelated,1
"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",1342,unrelated,1
Apple may launch 12-inch MacBook Air with Retina Display,2042,unrelated,1
Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,190,unrelated,1
Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,17,unrelated,1
Luke Somers' sister says he was killed in failed Yemen rescue attempt,2015,unrelated,1
‘The cub of Baghdadi': ISIS reports its youngest jihadist ‘got martyred’ in battle,230,unrelated,1
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",1004,unrelated,1
New Audio Shows Michael Brown Was Shot at 11 Times,2127,unrelated,1
That ESPN Domestic Violence Panel You Keep Hearing About Isn't Real,2167,unrelated,1
"Tee-off in your own putting paradise: Swedish luxury island owned by Tiger Woods up for sale - and it comes with a villa, a hot tub and a lodge",240,unrelated,1
WHO says reports of suspected Ebola cases in Iraq are untrue,225,unrelated,1
Somali terrorist leader dead after US airstrike,1931,unrelated,1
This Week In Weird News: Horrible Human Slaps Elderly Woman For Sneezing,2277,unrelated,1
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",1660,unrelated,1
Seth Rogen to Play Apple’s Steve Wozniak,1058,unrelated,1
India: 400 men cut off their testicles to 'get closer to God' following advice from 'guru',2483,unrelated,1
God is a woman- Priest who died for 48 minutes claims,2515,unrelated,1
The Apple Watch's battery life will reportedly be just like any other smartwatch,1545,unrelated,1
Iraq: US to Probe ISIS' Chlorine Attack on Iraqi Security Personnel,969,unrelated,1
It’s About To Get Harder To Be Arrested For Pot Possession In New York City,269,unrelated,1
NBC weatherman caught urinating in the woods live on air,2092,unrelated,1
Boko Haram denies truce to release kidnapped schoolgirls,206,unrelated,1
"Planetary Alignment On Jan 4, 2015 Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness",1323,unrelated,1
Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,1673,unrelated,1
"Why the most expensive Apple Watch will probably cost around $10,000",1157,unrelated,1
"Managua explosion not a meteorite, NASA suggests",388,unrelated,1
Purdon Ebola Hoax: ‘Texas Town Quarantined After Family Of Five Test Positive For The Ebola Virus’ Article is Fake,241,unrelated,1
Report: Christian Bale Just Bailed on the Steve Jobs Movie,1996,unrelated,1
PGA Tour Denies Claim That Tiger Woods Failed A Drug Test,1867,unrelated,1
Watch US Marine get shot in HEAD by Taliban sniper - and live to tell tale,2044,unrelated,1
"TEXAS TURKEY FARM CONTAMINATED WITH EBOLA, OVER 250,000 HOLIDAY TURKEYS INFECTED",1837,unrelated,1
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,22,unrelated,1
"12in Retina MacBook Air release date rumours: All-new 12in MacBook Air design for 2015, launching at WWDC?",1679,unrelated,1
Iraqi airstrike kills key ISIL leader,789,unrelated,1
Seth Rogen Is Woz,1642,unrelated,1
Reports: Boko Haram may release schoolgirls as part of deal,459,unrelated,1
ISIS Getting Ebola,1004,unrelated,1
Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,1331,unrelated,1
'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',116,unrelated,1
New iOS 8 bug can delete all of your iCloud documents,1120,unrelated,1
"‘Teletubbies’ Sun Baby: Fans Freak Out Over Jess Smith, 19",470,unrelated,1
How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament,1175,unrelated,1
Nicaraguan commission on possible meteorite crash presents rock samples,2475,unrelated,1
Led Zeppelin’s Robert Plant ripped up a $924 million reunion contract,2223,unrelated,1
Isis video claims to show beheading of British hostage David Haines,1226,unrelated,1
Report: NYPD to stop arresting people for minor marijuana offenses,2483,unrelated,1
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",2127,unrelated,1
Zack Snyder’s ‘Batman V Superman: Dawn Of Justice’ Stolen Batmobile Rumor Put To Rest,2431,unrelated,1
Microsoft Tried Out Robot Security Guards on Its Silicon Valley Campus,2344,unrelated,1
High School Student Rumored to Have Made $72 Million Trading Stocks,313,unrelated,1
Amazon to Open First Brick-and-Mortar Site,1760,unrelated,1
Here Are Microsoft's New Robot Security Guards,1074,unrelated,1
British Man Slaps People If They Sneeze In Public,1521,unrelated,1
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",545,unrelated,1
"Soldier shot, Parliament locked down after gunfire erupts at war memorial",1253,unrelated,1
Actor has his testicles stolen after meeting ‘young blonde woman at a bar’,1365,unrelated,1
Seth Rogen reported to play Woz in the upcoming Steve Jobs movie,1058,unrelated,1
Dog abandoned at Ayr station with belongings in suitcase,144,unrelated,1
Former U.S. soldier says IS used chemical weapons in Kobani,155,unrelated,1
Nigeria and Boko Haram 'agree ceasefire and girls' release',1906,unrelated,1
North Korea directive reveals apparent ban on sharing Kim Jong-un’s name,206,unrelated,1
Soldier shot in Ottawa at War Memorial,2470,unrelated,1
Nun who GAVE BIRTH to baby boy after suffering agonising stomach pains 'had no idea' she was pregnant,2174,unrelated,1
‘Photo of slain IS leader’ reported to be doctored,789,unrelated,1
"Nun Complains Of Stomach Pains, Later Gives Birth To Baby Boy",391,unrelated,1
British man pays $460 to save constipated goldfish's life,1015,unrelated,1
Crazy iPhone rig shows how Chinese workers manipulate App Store rankings,1107,unrelated,1
"Is North Korea, world's most secret state, really planning a new restaurant in Scotland?",1336,unrelated,1
Macaulay Culkin Dead? Fans Freak Out Over Death Rumors,2022,unrelated,1
Cheese addiction breaks Kim Jong-un's ankles,885,unrelated,1
Woman spends a week in KFC to get over her break up,1805,unrelated,1
You all had an abortion! [Google Translate],499,unrelated,1
Confusion as Cuba’s Castro mourned instead of Kenya’s Fidel,2377,unrelated,1
Mexican investigators fear mass grave might hold 43 missing students,712,unrelated,1
Eye-catching! Rare sighting of Anna Wintour without her trademark sunglasses as she leaves 'rat-infested' Vogue office,2196,unrelated,1
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,225,unrelated,1
Journalist James Wright Foley reportedly beheaded by ISIS,2130,unrelated,1
This Selfless Homeless Man Receives $100 & Doesn't Spend A Dime On Himself!,643,unrelated,1
11 jetliners 'missing' after Islamist takeover of airport,1699,unrelated,1
That powerful Lego letter to parents from the 1970s? It's real,22,unrelated,1
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",1940,unrelated,1
'I aborted my baby because it was a boy': Outrage after 'feminist' blogger claims gender prompted termination,698,unrelated,1
Israeli-Canadian Woman 'Captured' By ISIS Says She Is 'Safe And Secure',1106,unrelated,1
Christian Bale won't play Steve Jobs,1294,unrelated,1
Crank-Boosting Behind Top Apps in App Store,126,unrelated,1
Pictured: Libyan Islamist rebels pose with planes seized from Tripoli airport as U.S. officials warn they could be used to carry out terrorist attack on 9/11 anniversary,126,unrelated,1
What Glenn Beck Fears May Be Done With the 11 Missing Jets,1375,unrelated,1
"Hostage David Haines' Murder 'Evil', PM Says",737,unrelated,1
Man With Ebola-Like Symptoms Claims Contact With 'Patient Zero' in Texas,1104,unrelated,1
Brian Williams Insists NBC News Meteorologist Did Not Pee in the Snow While on Air,2092,unrelated,1
Report: Tom Brokaw Wants Brian Williams Fired,1545,unrelated,1
"HBO streaming service could launch in April for $15 per month, work on Apple TV",161,unrelated,1
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,459,unrelated,1
Comcast Says You Can Keep Your Tor,456,unrelated,1
Was The Batmobile Stolen In Detroit?,1148,unrelated,1
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,2125,unrelated,1
Alleged audio of Michael Brown shooting released,346,unrelated,1
"FIDEL CASTRO DEATH WATCH: RUMORS HEAT UP, CUBA DENIES",892,unrelated,1
Meteorite strike in Nicaragua puzzles experts,767,unrelated,1
Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,2125,unrelated,1
N. Korea’s Kim has leg injury but in control,1678,unrelated,1
Dog abandoned at Ayr station with belongings in suitcase,424,unrelated,1
"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",2256,unrelated,1
[Updated] Saudi State Television Allegedly Blurs Michelle Obama’s Face During Meeting With New Saudi King,1531,unrelated,1
Michael Phelps’ ‘girlfriend’ reveals she was born a man – and never told the swimmer,1524,unrelated,1
Parents are furious after seven girls aged 13-14 fall pregnant on a school trip,1277,unrelated,1
Man chops off own penis after being dumped by his girlfriend,8,unrelated,1
Indian civil servant sacked 'after 24-year sickie',432,unrelated,1
Video Purports To Show Beheading Of U.S. Journalist By Militants,826,unrelated,1
Meteorite 'caused mysterious boom in Nicaragua',1817,unrelated,1
'There is no limit to their depravity' Islamic State FEED mother her own SON,1659,unrelated,1
ISIS supporters mourn death of ‘youngest fighter’,1261,unrelated,1
"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",1646,unrelated,1
Islamic State militants allegedly used chlorine gas against Iraqi security forces,1177,unrelated,1
Banksy's illustrated response to the Charlie Hebdo attack isn't by Banksy. But it is striking,176,unrelated,1
Mystery man slaps shoppers around head for sneezing,1660,unrelated,1
New Audio Allegedly Captures Moment Michael Brown Was Shot,346,unrelated,1
